Team #,CMP,Event,P(DCMP)
2659,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.506601
2710,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.486456
2813,2026cancmp,FIRST California Northern State Championship,0.737988
2827,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.113448
2839,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.166545
2854,2026cancmp,FIRST California Northern State Championship,0.335601
294,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.781189
2984,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.189242
3020,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.60663
3045,2026cancmp,FIRST California Northern State Championship,0.832932
3128,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.93931
3189,2026cancmp,FIRST California Northern State Championship,0.428257
3255,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.958601
3256,2026cancmp,FIRST California Northern State Championship,0.787188
3257,2026cancmp,FIRST California Northern State Championship,0.535621
3295,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.113448
3309,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.524012
3328,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.19778
3341,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0993903
3408,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.198186
3473,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.373431
3476,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.71031
3482,2026cancmp,FIRST California Northern State Championship,0.335601
3501,2026cancmp,FIRST California Northern State Championship,0.572124
3512,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.590614
3598,2026cancmp,FIRST California Northern State Championship,0.492591
3647,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.486456
3669,2026cancmp,FIRST California Northern State Championship,0.284606
3704,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.261315
3749,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.476456
3759,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.552699
3863,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.781189
3925,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0993903
3952,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.238519
3965,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.198186
3970,2026cancmp,FIRST California Northern State Championship,0.787188
399,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.70901
4,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.254557
4019,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.113448
4079,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.565353
4123,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.687934
4135,2026cancmp,FIRST California Northern State Championship,0.144706
4141,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.424034
4159,2026cancmp,FIRST California Northern State Championship,0.477136
4160,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.301109
4171,2026cancmp,FIRST California Northern State Championship,0.109892
4186,2026cancmp,FIRST California Northern State Championship,0.321371
4201,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.60663
4255,2026cancmp,FIRST California Northern State Championship,0.412956
4276,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.346426
4322,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.74093
4414,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.968017
4415,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.958601
4419,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.515413
4470,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.58792
4501,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.522778
4619,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.113448
4643,2026cancmp,FIRST California Northern State Championship,0.13781
4669,2026cancmp,FIRST California Northern State Championship,0.287972
4698,2026cancmp,FIRST California Northern State Championship,0.602311
4711,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.222487
4738,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.926842
4765,2026cancmp,FIRST California Northern State Championship,0.144706
4904,2026cancmp,FIRST California Northern State Championship,0.321371
4919,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.19778
4964,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.198186
4973,2026cancmp,FIRST California Northern State Championship,0.0829963
4984,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.387116
4990,2026cancmp,FIRST California Northern State Championship,0.15051
4999,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.31415
5012,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.565353
5025,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.222487
5026,2026cancmp,FIRST California Northern State Championship,0.891079
5027,2026cancmp,FIRST California Northern State Championship,0.0985769
5089,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.255977
5104,2026cancmp,FIRST California Northern State Championship,0.602311
5124,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.770053
5136,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.19778
5137,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.588506
5171,2026cancmp,FIRST California Northern State Championship,0.431342
5199,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.920965
5274,2026cancmp,FIRST California Northern State Championship,0.180088
5285,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.248444
5419,2026cancmp,FIRST California Northern State Championship,0.780616
5430,2026cancmp,FIRST California Northern State Championship,0.13781
5458,2026cancmp,FIRST California Northern State Championship,0.382791
5474,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.254557
5499,2026cancmp,FIRST California Northern State Championship,0.257856
5500,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.261315
5507,2026cancmp,FIRST California Northern State Championship,0.597974
5514,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.343212
5669,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.1445
5700,2026cancmp,FIRST California Northern State Championship,0.285456
5728,2026cancmp,FIRST California Northern State Championship,0.15051
5760,2026cancmp,FIRST California Northern State Championship,0.13781
5805,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.547609
581,2026cancmp,FIRST California Northern State Championship,0.917123
5817,2026cancmp,FIRST California Northern State Championship,0.476248
5835,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.327781
5851,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.113448
5857,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.31415
5869,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.166545
589,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.588506
5924,2026cancmp,FIRST California Northern State Championship,0.521771
5940,2026cancmp,FIRST California Northern State Championship,0.963404
597,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.373431
599,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.455873
6000,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.222487
6036,2026cancmp,FIRST California Northern State Championship,0.476248
604,2026cancmp,FIRST California Northern State Championship,0.959502
6059,2026cancmp,FIRST California Northern State Championship,0.253232
6060,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.311096
6072,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.222487
6220,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.1445
6238,2026cancmp,FIRST California Northern State Championship,0.71325
6305,2026cancmp,FIRST California Northern State Championship,0.168871
6410,2026cancmp,FIRST California Northern State Championship,0.513089
6418,2026cancmp,FIRST California Northern State Championship,0.464458
649,2026cancmp,FIRST California Northern State Championship,0.499002
6506,2026cancmp,FIRST California Northern State Championship,0.0985769
6515,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.162826
6560,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.926842
6619,2026cancmp,FIRST California Northern State Championship,0.476248
6657,2026cancmp,FIRST California Northern State Championship,0.521771
6658,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.254557
6662,2026cancmp,FIRST California Northern State Championship,0.168871
6665,2026cancmp,FIRST California Northern State Championship,0.719615
668,2026cancmp,FIRST California Northern State Championship,0.428257
6695,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.162826
670,2026cancmp,FIRST California Northern State Championship,0.533227
6764,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.1445
6814,2026cancmp,FIRST California Northern State Championship,0.210257
6822,2026cancmp,FIRST California Northern State Championship,0.0829963
687,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.52385
6884,2026cancmp,FIRST California Northern State Championship,0.0985769
6885,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.103923
6904,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.162826
691,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.189242
6918,2026cancmp,FIRST California Northern State Championship,0.513089
6934,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.222487
696,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.746124
6962,2026cancmp,FIRST California Northern State Championship,0.321371
6981,2026cancmp,FIRST California Northern State Championship,0.161064
6995,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.947191
701,2026cancmp,FIRST California Northern State Championship,0.257856
702,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.58792
7042,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.311096
7137,2026cancmp,FIRST California Northern State Championship,0.499002
7157,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.552699
7230,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.58792
7245,2026cancmp,FIRST California Northern State Championship,0.0977037
7323,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.198186
7327,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.162826
7413,2026cancmp,FIRST California Northern State Championship,0.144706
7415,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.103923
7419,2026cancmp,FIRST California Northern State Championship,0.488737
7447,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.103923
751,2026cancmp,FIRST California Northern State Championship,0.193634
7528,2026cancmp,FIRST California Northern State Championship,0.0762752
7607,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.166545
766,2026cancmp,FIRST California Northern State Championship,0.686228
7667,2026cancmp,FIRST California Northern State Championship,0.180088
7777,2026cancmp,FIRST California Northern State Championship,0.161064
8,2026cancmp,FIRST California Northern State Championship,0.597211
8006,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.15918
8016,2026cancmp,FIRST California Northern State Championship,0.38832
8033,2026cancmp,FIRST California Northern State Championship,0.893931
8045,2026cancmp,FIRST California Northern State Championship,0.0985769
8048,2026cancmp,FIRST California Northern State Championship,0.428257
8060,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.1445
8119,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.58792
812,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.261315
840,2026cancmp,FIRST California Northern State Championship,0.431342
8404,2026cancmp,FIRST California Northern State Championship,0.161064
841,2026cancmp,FIRST California Northern State Championship,0.477136
846,2026cancmp,FIRST California Northern State Championship,0.701328
852,2026cancmp,FIRST California Northern State Championship,0.144706
8521,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.166545
8533,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.111036
867,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.111036
8751,2026cancmp,FIRST California Northern State Championship,0.0948049
8768,2026cancmp,FIRST California Northern State Championship,0.351009
8793,2026cancmp,FIRST California Northern State Championship,0.690114
8840,2026cancmp,FIRST California Northern State Championship,0.100749
8852,2026cancmp,FIRST California Northern State Championship,0.535621
8870,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.198186
8891,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.330608
8898,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0993903
9038,2026cancmp,FIRST California Northern State Championship,0.38832
9084,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.858649
9111,2026cancmp,FIRST California Northern State Championship,0.161064
9114,2026cancmp,FIRST California Northern State Championship,0.144706
9125,2026cancmp,FIRST California Northern State Championship,0.0985769
9202,2026cancmp,FIRST California Northern State Championship,0.13781
9271,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.189242
9400,2026cancmp,FIRST California Northern State Championship,0.382791
9408,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.961054
9452,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.301109
9470,2026cancmp,FIRST California Northern State Championship,0.597211
9471,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.113448
9505,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.111036
9520,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.562666
9573,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.125088
9584,2026cancmp,FIRST California Northern State Championship,0.521771
9615,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.125088
968,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.588506
9696,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.562666
9706,2026cancmp,FIRST California Northern State Championship,0.109892
971,2026cancmp,FIRST California Northern State Championship,0.822451
972,2026cancmp,FIRST California Northern State Championship,0.686228
973,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.920965
9730,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.112011
9772,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.301109
980,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.31415
10004,2026chcmp,FIRST Chesapeake District Championship,0.225946
10224,2026chcmp,FIRST Chesapeake District Championship,0.683857
10257,2026chcmp,FIRST Chesapeake District Championship,0.356693
10370,2026chcmp,FIRST Chesapeake District Championship,0.29505
10449,2026chcmp,FIRST Chesapeake District Championship,0.235443
10679,2026chcmp,FIRST Chesapeake District Championship,0.364069
1086,2026chcmp,FIRST Chesapeake District Championship,0.914167
1111,2026chcmp,FIRST Chesapeake District Championship,0.731277
11211,2026chcmp,FIRST Chesapeake District Championship,0.65098
11252,2026chcmp,FIRST Chesapeake District Championship,0.65098
11318,2026chcmp,FIRST Chesapeake District Championship,0.65098
11350,2026chcmp,FIRST Chesapeake District Championship,0.65098
11415,2026chcmp,FIRST Chesapeake District Championship,0.65098
11425,2026chcmp,FIRST Chesapeake District Championship,0.65098
11443,2026chcmp,FIRST Chesapeake District Championship,0.186856
11489,2026chcmp,FIRST Chesapeake District Championship,0.65098
116,2026chcmp,FIRST Chesapeake District Championship,0.549794
122,2026chcmp,FIRST Chesapeake District Championship,0.580649
1262,2026chcmp,FIRST Chesapeake District Championship,0.452465
1389,2026chcmp,FIRST Chesapeake District Championship,0.483364
1418,2026chcmp,FIRST Chesapeake District Championship,0.580978
1446,2026chcmp,FIRST Chesapeake District Championship,0.148107
1522,2026chcmp,FIRST Chesapeake District Championship,0.342989
1599,2026chcmp,FIRST Chesapeake District Championship,0.489162
1629,2026chcmp,FIRST Chesapeake District Championship,0.965351
1719,2026chcmp,FIRST Chesapeake District Championship,0.18204
1727,2026chcmp,FIRST Chesapeake District Championship,0.906443
1731,2026chcmp,FIRST Chesapeake District Championship,0.961909
1793,2026chcmp,FIRST Chesapeake District Championship,0.0875993
1885,2026chcmp,FIRST Chesapeake District Championship,0.555889
1895,2026chcmp,FIRST Chesapeake District Championship,0.519345
1908,2026chcmp,FIRST Chesapeake District Championship,0.572888
1915,2026chcmp,FIRST Chesapeake District Championship,0.269396
2028,2026chcmp,FIRST Chesapeake District Championship,0.455785
2068,2026chcmp,FIRST Chesapeake District Championship,0.211846
2106,2026chcmp,FIRST Chesapeake District Championship,0.958699
2186,2026chcmp,FIRST Chesapeake District Championship,0.548661
2199,2026chcmp,FIRST Chesapeake District Championship,0.795673
2363,2026chcmp,FIRST Chesapeake District Championship,0.798556
2377,2026chcmp,FIRST Chesapeake District Championship,0.357899
2421,2026chcmp,FIRST Chesapeake District Championship,0.162493
2534,2026chcmp,FIRST Chesapeake District Championship,0.738208
2537,2026chcmp,FIRST Chesapeake District Championship,0.176276
2849,2026chcmp,FIRST Chesapeake District Championship,0.140735
2890,2026chcmp,FIRST Chesapeake District Championship,0.519345
2900,2026chcmp,FIRST Chesapeake District Championship,0.533493
2912,2026chcmp,FIRST Chesapeake District Championship,0.109082
2914,2026chcmp,FIRST Chesapeake District Championship,0.141032
2963,2026chcmp,FIRST Chesapeake District Championship,0.278146
2988,2026chcmp,FIRST Chesapeake District Championship,0.112666
2998,2026chcmp,FIRST Chesapeake District Championship,0.22932
3072,2026chcmp,FIRST Chesapeake District Championship,0.452465
3136,2026chcmp,FIRST Chesapeake District Championship,0.624511
3258,2026chcmp,FIRST Chesapeake District Championship,0.169979
3359,2026chcmp,FIRST Chesapeake District Championship,0.574416
3361,2026chcmp,FIRST Chesapeake District Championship,0.232149
3373,2026chcmp,FIRST Chesapeake District Championship,0.511454
339,2026chcmp,FIRST Chesapeake District Championship,0.489162
346,2026chcmp,FIRST Chesapeake District Championship,0.849306
3714,2026chcmp,FIRST Chesapeake District Championship,0.152029
3748,2026chcmp,FIRST Chesapeake District Championship,0.519345
3939,2026chcmp,FIRST Chesapeake District Championship,0.342989
401,2026chcmp,FIRST Chesapeake District Championship,0.713462
404,2026chcmp,FIRST Chesapeake District Championship,0.41592
4099,2026chcmp,FIRST Chesapeake District Championship,0.483364
422,2026chcmp,FIRST Chesapeake District Championship,0.983859
4286,2026chcmp,FIRST Chesapeake District Championship,0.162493
4456,2026chcmp,FIRST Chesapeake District Championship,0.399649
4464,2026chcmp,FIRST Chesapeake District Championship,0.109082
4472,2026chcmp,FIRST Chesapeake District Championship,0.41592
449,2026chcmp,FIRST Chesapeake District Championship,0.955889
4505,2026chcmp,FIRST Chesapeake District Championship,0.592187
4541,2026chcmp,FIRST Chesapeake District Championship,0.51969
4638,2026chcmp,FIRST Chesapeake District Championship,0.703743
4821,2026chcmp,FIRST Chesapeake District Championship,0.836632
5115,2026chcmp,FIRST Chesapeake District Championship,0.576298
5243,2026chcmp,FIRST Chesapeake District Championship,0.269396
526,2026chcmp,FIRST Chesapeake District Championship,0.533493
5338,2026chcmp,FIRST Chesapeake District Championship,0.836632
5353,2026chcmp,FIRST Chesapeake District Championship,0.533493
539,2026chcmp,FIRST Chesapeake District Championship,0.555889
540,2026chcmp,FIRST Chesapeake District Championship,0.619038
5549,2026chcmp,FIRST Chesapeake District Championship,0.18204
5587,2026chcmp,FIRST Chesapeake District Championship,0.302217
5724,2026chcmp,FIRST Chesapeake District Championship,0.455785
5804,2026chcmp,FIRST Chesapeake District Championship,0.798854
5830,2026chcmp,FIRST Chesapeake District Championship,0.399649
5841,2026chcmp,FIRST Chesapeake District Championship,0.176276
611,2026chcmp,FIRST Chesapeake District Championship,0.511454
612,2026chcmp,FIRST Chesapeake District Championship,0.27897
614,2026chcmp,FIRST Chesapeake District Championship,0.580649
617,2026chcmp,FIRST Chesapeake District Championship,0.108148
619,2026chcmp,FIRST Chesapeake District Championship,0.455785
6194,2026chcmp,FIRST Chesapeake District Championship,0.533493
620,2026chcmp,FIRST Chesapeake District Championship,0.917664
623,2026chcmp,FIRST Chesapeake District Championship,0.232149
6239,2026chcmp,FIRST Chesapeake District Championship,0.304081
6326,2026chcmp,FIRST Chesapeake District Championship,0.619038
6802,2026chcmp,FIRST Chesapeake District Championship,0.709504
686,2026chcmp,FIRST Chesapeake District Championship,0.845481
6863,2026chcmp,FIRST Chesapeake District Championship,0.489162
6882,2026chcmp,FIRST Chesapeake District Championship,0.162493
7770,2026chcmp,FIRST Chesapeake District Championship,0.452465
7886,2026chcmp,FIRST Chesapeake District Championship,0.269396
8230,2026chcmp,FIRST Chesapeake District Championship,0.713462
8326,2026chcmp,FIRST Chesapeake District Championship,0.475382
836,2026chcmp,FIRST Chesapeake District Championship,0.880303
8590,2026chcmp,FIRST Chesapeake District Championship,0.880303
8592,2026chcmp,FIRST Chesapeake District Championship,0.906443
8622,2026chcmp,FIRST Chesapeake District Championship,0.489245
8726,2026chcmp,FIRST Chesapeake District Championship,0.576298
888,2026chcmp,FIRST Chesapeake District Championship,0.90171
9003,2026chcmp,FIRST Chesapeake District Championship,0.489162
9033,2026chcmp,FIRST Chesapeake District Championship,0.455785
9072,2026chcmp,FIRST Chesapeake District Championship,0.90417
9214,2026chcmp,FIRST Chesapeake District Championship,0.508344
9403,2026chcmp,FIRST Chesapeake District Championship,0.311339
9684,2026chcmp,FIRST Chesapeake District Championship,0.10232
9709,2026chcmp,FIRST Chesapeake District Championship,0.140735
977,2026chcmp,FIRST Chesapeake District Championship,0.820412
1,2026micmp,FIRST in Michigan State Championship,0.278166
10181,2026micmp,FIRST in Michigan State Championship,0.185034
1023,2026micmp,FIRST in Michigan State Championship,0.859148
1025,2026micmp,FIRST in Michigan State Championship,0.607127
10285,2026micmp,FIRST in Michigan State Championship,0.19371
10349,2026micmp,FIRST in Michigan State Championship,0.0564443
10421,2026micmp,FIRST in Michigan State Championship,0.35916
10473,2026micmp,FIRST in Michigan State Championship,0.337333
10547,2026micmp,FIRST in Michigan State Championship,0.0838388
10577,2026micmp,FIRST in Michigan State Championship,0.211391
10587,2026micmp,FIRST in Michigan State Championship,0.110015
10589,2026micmp,FIRST in Michigan State Championship,0.919454
10590,2026micmp,FIRST in Michigan State Championship,0.41865
10595,2026micmp,FIRST in Michigan State Championship,0.144645
10605,2026micmp,FIRST in Michigan State Championship,0.261077
10606,2026micmp,FIRST in Michigan State Championship,0.684828
10607,2026micmp,FIRST in Michigan State Championship,0.19371
10612,2026micmp,FIRST in Michigan State Championship,0.165309
10613,2026micmp,FIRST in Michigan State Championship,0.19371
10614,2026micmp,FIRST in Michigan State Championship,0.165309
10622,2026micmp,FIRST in Michigan State Championship,0.211391
10629,2026micmp,FIRST in Michigan State Championship,0.209798
10633,2026micmp,FIRST in Michigan State Championship,0.61265
10642,2026micmp,FIRST in Michigan State Championship,0.205079
10651,2026micmp,FIRST in Michigan State Championship,0.198444
10652,2026micmp,FIRST in Michigan State Championship,0.336688
10654,2026micmp,FIRST in Michigan State Championship,0.676726
